title,price,year,brand,model,driveWheelConfiguration,vehicleTransmission,fuelType,mileageFromOdometer
"JEEP COMMANDER MODIFIÉ SUSPENSION 4""LIFT",10500.00,2006,Jeep,Commander,4 roues motrices (4x4),Automatique,Essence,147 000
Transfert de location Subaru Outback 2016,479.00,2016,Subaru,Outback,4 roues motrices (4x4),Automatique,Essence,27 000
Infiniti g35x,5300.00,2007,Infiniti,G35x,4 roues motrices (4x4),Automatique,Essence,191 000
"Ford Escape 2011 XLT Sport, V6, AWD a vendre!",4500.00,2011,Ford,Escape,4 roues motrices (4x4),Automatique,Essence,244 133
Chevrolet Cobalt  2008 LT/AIR/VIT/TOIT OUVRANT,2200.00,2008,Chevrolet,Cobalt,Roues motrices avant,Manuelle,Essence,167 000
Honda Ridgeline touring,37500.00,2017,Honda,Ridgeline,4 roues motrices (4x4),Automatique,Essence,22 365
"BMW 328i SPORT PACKAGE CONVERTIBLE MAGS 19""",18500.00,2008,BMW,3-Series,Roues motrices arrière,Automatique,Essence,114 000
Mitsubishi Lancer Ralliart,3800.00,2006,Mitsubishi,Lancer,Autre,Manuelle,Essence,156 000
Nissan Versa 2010 automatique,3990.00,2010,Nissan,Versa,Roues motrices avant,Automatique,Essence,119 000
PT cruiser convertible,3495.00,2005,Chrysler,PT Cruiser,Roues motrices avant,Automatique,Essence,130 000
2012 Audi S5 4.2 FSI Quattro,21500.00,2012,Audi,S5,Autre,Manuelle,Essence,157 000
2011 PORSCHE CAYENNE TURBO/PARE-BRISE CHAUFFANT/CRUISE ADAPT/CUI,34995.00,2011,Porsche,Cayenne,Autre,Automatique,Essence,157 000
Kia Soul 2010,5400.00,2010,Kia,Soul,Roues motrices avant,Manuelle,Essence,108 000
Jetta 2007,5000.00,2007,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,180 000
Buick Encore2017 AWD,178.00,2017,Buick,Encore,4 roues motrices (4x4),Automatique,Essence,22 000
Honda Civic 2012 EX VENTE RAPIDE,7000.00,2012,Honda,Civic,Roues motrices avant,Manuelle,Essence,131 000
AUDI A4 1.8T (CHIPPER UNITRONIC STAGE 2) AWD 2005 *ENVIRON 300HP,1999.00,2005,Audi,A4,4 roues motrices (4x4),Manuelle,Essence,300 000
Car for sale,4500.00,2009,Chevrolet,Malibu,Roues motrices avant,Automatique,Essence,110 000
Ford ranger,4000.00,2005,Ford,Ranger,4 roues motrices (4x4),Manuelle,Essence,236 000
2002 Ford F-150 Autre,5500.00,2002,Ford,F-150,4 x 4,Automatique,Essence,220 000
2 Honda Pilots,8000.00,2005,Honda,Pilot,4 roues motrices (4x4),Automatique,Essence,234 000
Subaru legacy 2011,6400.00,2011,Subaru,Legacy,4 roues motrices (4x4),Automatique,Essence,140 000
Buick Encore awd 2017,399.00,2017,Buick,Encore,4 roues motrices (4x4),Automatique,Essence,22 000
Jetta TDI 2003 Familliale / Station Wagon,6000.00,2003,Volkswagen,Jetta,Roues motrices avant,Manuelle,Diesel,274 560
Smart Fortwo 2010,4000.00,2010,Smart,Fortwo,Roues motrices arrière,Automatique,Essence,120 000
Honda Civic 2013,9000.00,2013,Honda,Civic,Roues motrices avant,Manuelle,Essence,84 000
BMW 435I Xdrive COUPE - 6MT Manuelle - COMME NEUVE! Bas mileage!,39900.00,2014,BMW,4-Series,4 roues motrices (4x4),Manuelle,Essence,16 000
Chevrolet Malibu LT 2011,6700.00,2011,Chevrolet,Malibu,Roues motrices avant,Automatique,Essence,97 800
"2009 Nissan Versa 1,8 S Berline Automatique",5490.00,2009,Nissan,Versa,Roues motrices avant,Automatique,Essence,137 411
2004 Dodge Dakota Camionnette,1500.00,2004,Dodge,Dakota,Roues motrices arrière,Automatique,Essence,186 000
HONDA CIVIC SE  NOIR A1,3000.00,2000,Honda,Civic,Roues motrices avant,Automatique,Essence,179 000
Pt cruiser,1200.00,2005,Chrysler,PT Cruiser,Roues motrices avant,Automatique,Essence,159 000
Subaru impreza rs sport 2005  175000 km manuel,2200.00,2005,Subaru,Impreza,4 roues motrices (4x4),Manuelle,Essence,175 000
Ford focus 2009 automatique blanche seulement 91 000 km,4000.00,2009,Ford,Focus,Roues motrices avant,Automatique,Essence,91 000
Mazda 6 2004 très propre,1200.00,2004,Mazda,Mazda6,Roues motrices avant,Manuelle,Essence,188 240
F350,3500.00,2001,Ford,F-350,Roues motrices arrière,Automatique,Essence,132 000
"2012 Hyundai Genesis Coupe turbo CUIR, MAGS, BLUETOOTH +++",15000.00,2012,Hyundai,Genesis Coupe,Roues motrices arrière,Manuelle,Essence,56 800
2009 Mazda Mazda6 GT 4 Cylindres,5800.00,2009,Mazda,Mazda6,Roues motrices avant,Automatique,Essence,129 000
Volkswagen Jetta 2.5L Highline w/Navigation,10900.00,2011,Volkswagen,Jetta,Roues motrices avant,Automatique,Essence,112 000
"2008 Mercedes-Benz R-Class 3.0L CDI SUV, Crossover",13500.00,2008,Mercedes-Benz,R-Class,4 roues motrices (4x4),Automatique,Diesel,110 542
Mazda 5 GS,2150.00,2006,Mazda,Mazda5,Roues motrices avant,Automatique,Essence,186 000
Mazda CX-7 GT 2010,9980.00,2010,Mazda,CX-7,Autre,Automatique,Essence,97 600
Kia Magentis LX 2010,3800.00,2010,Kia,Magentis,Autre,Autre,Autre,101 000
Mitsubishi Outlander 2005,1500.00,2005,Mitsubishi,Outlander,Roues motrices avant,Automatique,Essence,272 000
Honda Civic coupé 2003 pour 1495$,1495.00,2003,Honda,Civic,Roues motrices avant,Manuelle,Essence,167 000
2015 CHEVROLET SILVERADO LT 2500 HD *CUIR+4x4*,38900.00,2015,Chevrolet,Silverado 2500,4 roues motrices (4x4),Automatique,Essence,42 300
2006 Subaru Outback XT,4900.00,2006,Subaru,Outback,4 roues motrices (4x4),Automatique,Essence,186 000
1992 Cavalier Z24 Convertible,3100.00,1992,Chevrolet,Cavalier,Roues motrices avant,Automatique,Essence,163 000
"2016 Hyundai Elantra GT GLS transfert de location $143,08/mois",5850.00,2016,Hyundai,Elantra,Roues motrices avant,Automatique,Essence,25 000
BMW Sportline 2013 xdrive,23000.00,2013,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,76 000
EDGE TITANIUM 2017,306.31,2017,Ford,Edge,Autre,Automatique,Essence,10 500
Honda Civic 2012,12900.00,2012,Honda,Civic,Roues motrices avant,Automatique,Essence,20 100
Chevrolet Equinox LTZ - Great Condition - Negotiable Price,15000.00,2011,Chevrolet,Equinox,4 roues motrices (4x4),Automatique,Essence,95 000
"2006 Ford F-150 SuperCrew XLT + 4 PORTES + 4X4 - 160,000km! NEGO",4999.99,2006,Ford,F-150,4 x 4,Automatique,Essence,160 000
2hgfc3b37gh427273,469.00,2016,Honda,Civic,Roues motrices arrière,Automatique,Essence,13 000
TOYOTA CAMRY 2010 TRÈS BON ÉTAT,6900.00,2010,Toyota,Camry,Roues motrices avant,Automatique,Essence,138 600
Camion GMC Sierra 2004,2200.00,2004,GMC,Sierra 1500,Roues motrices arrière,Automatique,Essence,270 000
Auto,2200.00,2003,Honda,Odyssey,Roues motrices avant,Automatique,Essence,250 000
Berline 2010 Acura CSX Type S,7500.00,2010,Acura,CSX,Roues motrices avant,Manuelle,Essence,175 000
Honda CRV LX 2010 FWD,8500.00,2010,Honda,CR-V,Roues motrices avant,Automatique,Essence,180 000
Mustang,2900.00,1999,Ford,Mustang,Roues motrices arrière,Automatique,Essence,201 000
dodge ram slt 2009 169004 km,11995.00,2009,Dodge,Power Ram 1500,4 roues motrices (4x4),Automatique,Essence,169 004
Chevrolet Cobalt LT 2008 Gris Charcoal,2995.00,2008,Chevrolet,Cobalt,Roues motrices avant,Automatique,Essence,130 000
SL500 AMG 2006 14000KM,35600.00,2006,Mercedes-Benz,SLSAMG-Class,Autre,Automatique,Essence,13 661
BMW Z4 noire 69 000 km Parfaite condition à voir!,17500.00,2004,BMW,Z4,Roues motrices arrière,Automatique,Essence,69 000
DODGE   RAM   1500    LARAMIE   2015   4 X 4    ECODIESEL,25000.00,2015,Dodge,Power Ram 1500,4 roues motrices (4x4),Automatique,Diesel,190 000
Nissan Rogue 2008 AWD avec 205 000 km.,4495.00,2008,Nissan,Rogue,4 roues motrices (4x4),Automatique,Essence,205 000
Toyota Corolla 2014,17000.00,2014,Toyota,Corolla,Roues motrices avant,Automatique,Essence,35 229
Volvo C70 T5  2007 Bas kilométrage,12500.00,2007,Volvo,C70,Roues motrices avant,Automatique,Essence,79 000
EDGE TITANIUM 2017,306.31,2017,Ford,Edge,Autre,Automatique,Essence,10 500
2007 Nissan Sentra 106000 Kilomètres,4300.00,2007,Nissan,Sentra,Roues motrices avant,Automatique,Essence,106 000
2005 Nissan Murano SL ***AWD***4x4***,3300.00,2005,Nissan,Murano,4 roues motrices (4x4),Automatique,Essence,189 000
Camion E-250 2009,9900.00,2009,Ford,E250,Roues motrices arrière,Automatique,Essence,80 000
"Volkswagen jetta Trendline +2016 automatique,mags, pas de taxe.",15190.00,2016,Volkswagen,Autre,Autre,Automatique,Essence,46 000
Smart Fortwo 2013,5095.00,2013,Smart,Fortwo,Autre,Automatique,Essence,66 000
2007  PONTIAC G5     COBALT   75000 KM   AUTOMATIQUE,3500.00,2007,Pontiac,G5,Roues motrices avant,Automatique,Essence,75 000
BMW Z4 noire 69 000 km Parfaite condition à voir!,17500.00,2004,BMW,Z4,Roues motrices arrière,Automatique,Essence,69 000
2006 Chrysler Pacifica,3750.00,2006,Chrysler,Pacifica,Roues motrices avant,Automatique,Essence,180 000
Honda CR-V 2009,14500.00,2009,Honda,CR-V,4 x 4,Automatique,Essence,77 500
Mazda 6 2007,1700.00,2007,Mazda,Mazda6,Roues motrices avant,Manuelle,Essence,133 000
"Corolla 2004 toujour traite a l huile   3,500 de facture 2016-17",2500.00,2004,Toyota,Corolla,Roues motrices avant,Automatique,Essence,206 500
Mini Cooper S Countryman 2014 - MANUELLE,19200.00,2014,MINI,Cooper S Countryman,4 roues motrices (4x4),Manuelle,Essence,22 000
2004 GMC Envoy XL  8 passagers ***4x4***AWD***,2200.00,2004,GMC,Envoy,4 roues motrices (4x4),Automatique,Essence,214 000
Pontiac Torrent 2009 AWD,6000.00,2009,Pontiac,Torrent,4 roues motrices (4x4),Automatique,Essence,131 900
Mustang,6000.00,2005,Ford,Mustang,Roues motrices arrière,Automatique,Essence,191 000
Mazda 2004 with rust original owner 88800 km,1150.00,2004,Mazda,Mazda3,Roues motrices avant,Automatique,Essence,88 800
2011 Audi Q5 2.0 L Premium plus S-line VUS,14800.00,2011,Audi,Q5,Autre,Automatique,Essence,170 000
SAAB 9-3 Aero SportCombi 2008 *Nego,4995.00,2008,Saab,9-3,Roues motrices avant,Manuelle,Essence,206 000
Cavalier RS 1992 Très bonne condition 108 435 km,1700.00,1992,Chevrolet,Cavalier,Autre,Autre,Essence,108 435
"2014 Toyota Corolla LE, TOIT/SUNROOF, MAGS,31000 km",14400.00,2014,Toyota,Corolla,Roues motrices avant,Automatique,Essence,31 000
Toyota yaris,1.00,2008,Toyota,Yaris,Roues motrices avant,Automatique,Essence,156 000
chrysler sebring,3800.00,2000,Chrysler,Sebring,Autre,Automatique,Essence,92 923
F350 f250 harley davidson,21999.00,2007,Ford,Autre,4 x 4,Autre,Diesel,270 000
CADILLAC ATS 2013 AWD TURBO 48 500km,20900.00,2013,Cadillac,Autre,4 roues motrices (4x4),Automatique,Essence,48 500
HYUNDAI ELANTRA GT 2006 MANUELLE,1200.00,2006,Hyundai,Elantra,Roues motrices avant,Manuelle,Essence,190 000
2005 Hyundai Elantra SE Berline,1750.00,2005,Hyundai,Elantra,Roues motrices avant,Automatique,Essence,173 660
gmc sierra 2500 turbo diesel 4x4,1600.00,1993,GMC,C/K 2500,4 roues motrices (4x4),Automatique,Diesel,258 000
Jeep Liberty 2003,1100.00,2003,Jeep,Liberty,4 x 4,Autre,Essence,190 000
Camion Jimmy 2001,1000.00,2001,GMC,Jimmy,Autre,Automatique,Essence,155 000
Jeep 2012 Wrangler Sahara,24500.00,2012,Jeep,Wrangler,4 x 4,Automatique,Essence,145 000
2011  Malibu LS  205500 km $3999,3999.00,2011,Chevrolet,Malibu,Roues motrices avant,Automatique,Essence,205 500
Subaru forester,9995.00,2011,Subaru,Forester,4 x 4,Automatique,Essence,205 000
"""2014 MINI Cooper S + TOIT PANORAMIQUE + Faible Kilometrage""",19990.00,2014,MINI,Mini Cooper S,Roues motrices avant,Automatique,Essence,36 000
"Jeep liberty Sport 2003 mecanique tres bonne ,frein neuf, 4x4",2200.00,2003,Jeep,Liberty,4 x 4,Automatique,Essence,220 000
CRUZE LT TURBO 2015,10995.00,2015,Chevrolet,Cruze,Roues motrices avant,Automatique,Essence,99 000
"Ford escape 2008 V6  2X4 152,000km tout équipé cuir",3450.00,2008,Ford,Escape,Roues motrices avant,Automatique,Essence,152 000
2006 Hyundai Sonata GL 2.4L 4Cyl,2500.00,2006,Hyundai,Sonata,Roues motrices avant,Automatique,Essence,193 000
Ford Mustang cabriolet,7500.00,1995,Ford,Mustang,Roues motrices arrière,Automatique,Essence,124 000
Mustang,16500.00,2006,Ford,Mustang,Roues motrices arrière,Automatique,Essence,38 000
canyon 2011,9500.00,2011,GMC,Canyon,4 roues motrices (4x4),Manuelle,Essence,145 000
2012 Toyota RAV4 Garantie prolongée transférable VUS,14500.00,2012,Toyota,RAV4,4 roues motrices (4x4),Automatique,Essence,116 000
2006 Ford Fusion SE  ***4 cylindres***,2000.00,2006,Ford,Fusion,Roues motrices avant,Automatique,Essence,219 000
Honda Élément (Element) 2009,7500.00,2009,Honda,Element,Roues motrices avant,Automatique,Essence,200 000
Jetta 2006,500.00,2006,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,260 000
Chevrolet optra 2005,950.00,2005,Chevrolet,Optra,Roues motrices avant,Automatique,Essence,123 000
TOYOTA CAMRY BERLINE,4300.00,2004,Toyota,Camry,Roues motrices avant,Automatique,Essence,127 000
2005 Toyota RAV4 Sport **4 cylindres**4x4**Tout Équipé**,5000.00,2005,Toyota,RAV4,4 roues motrices (4x4),Automatique,Essence,174 000
Ford 500 limited awd,4000.00,2007,Ford,Five Hundred,4 roues motrices (4x4),Automatique,Essence,124 500
2006 Acura TL V6 Berline,4000.00,2006,Acura,TL,Autre,Automatique,Essence,195 000
2009 Audi A6 Premium Berline/  REVISED PRICE,10000.00,2009,Audi,A6,Autre,Automatique,Essence,206 000
Smart Fortwo 2013,5095.00,2013,Smart,Fortwo,Autre,Automatique,Essence,66 000
Honda CRV 2005,3500.00,2005,Honda,CR-V,4 roues motrices (4x4),Automatique,Essence,292 500
KIA SOUL 2011,4999.00,2011,Kia,Soul,Roues motrices avant,Manuelle,Essence,152 278
2013 BMW 128i convertible,18995.00,2013,BMW,1-Series,Roues motrices arrière,Automatique,Essence,78 000
Canyon 2005 tres prope,4550.00,2005,GMC,Canyon,Roues motrices arrière,Manuelle,Essence,200 000
Hyundai sonata,2000.00,2010,Hyundai,Sonata,Roues motrices arrière,Automatique,Essence,300 000
Mercedes Benz b200 noire 2009 - toit ouvrant,4500.00,2009,Mercedes-Benz,B-Class,Roues motrices avant,Automatique,Essence,145 678
2004 Nissan Altima SE ** 4 cylindres**full**cuir**Toit**,2400.00,2004,Nissan,Altima,Roues motrices avant,Automatique,Essence,179 000
Bmw e34 525i,4000.00,1993,BMW,5-Series,Roues motrices arrière,Manuelle,Essence,240 000
"SUPERBE ACCORD SPORT EXL 2005, 160000 K, TRAITÉ, DÉMARREUR, TOIT",3975.00,2005,Honda,Accord,Roues motrices avant,Automatique,Essence,160 000
Ford Escape ALT 2009,3500.00,2009,Ford,Escape,Autre,Automatique,Essence,210 400
Honda civic 2000,1200.00,2000,Honda,Civic,Roues motrices avant,Manuelle,Essence,309 500
BMW 325i,6495.00,2006,BMW,3-Series,Roues motrices arrière,Automatique,Essence,167 000
PT cruiser convertible,3495.00,2005,Chrysler,PT Cruiser,Roues motrices avant,Automatique,Essence,130 000
Dodge Ram 2500,4995.00,1996,Dodge,Power Ram 2500,4 roues motrices (4x4),Manuelle,Diesel,600 000
DODGE   RAM   1500    LARAMIE   2015   4 X 4    ECODIESEL,25000.00,2015,Dodge,Power Ram 1500,4 roues motrices (4x4),Automatique,Diesel,190 000
Honda FIT 2008,4900.00,2008,Honda,Fit,Roues motrices avant,Manuelle,Essence,103 000
Mazda CX-7 GS 2009 AWD 123500km à vendre,6400.00,2009,Mazda,CX-7,4 roues motrices (4x4),Automatique,Essence,125 500
Auto sport Personaliser,39900.00,2007,Saturn,Sky,Roues motrices arrière,Manuelle,Essence,42 500
2012 INFINITI G37X BLANC MAGS GPS TOIT CUIR A1  88000KM 15995$$$,15995.00,2012,Infiniti,G37x,4 roues motrices (4x4),Automatique,Essence,88 000
Mazda 3,1500.00,2006,Mazda,Mazda3,Roues motrices avant,Automatique,Essence,123 000
2006 Mercedes-Benz B-Class Familiale,4500.00,2006,Mercedes-Benz,B-Class,Autre,Automatique,Essence,100 000
ACURA RDX 2015 TECH - Blanc impeccable,27250.00,2015,Acura,RDX,Autre,Automatique,Essence,53 000
camion nissan 4X4 1984,1500.00,1984,Nissan,Autre,Autre,Autre,Essence,100
Honda Civic LX 2005 Navigation,1200.00,2005,Honda,Civic,Roues motrices avant,Manuelle,Essence,253 000
Subaru legacy turbo,5200.00,2005,Subaru,Legacy,Autre,Autre,Autre,243 000
Honda Civic 2013,9000.00,2013,Honda,Civic,Roues motrices avant,Manuelle,Essence,84 000
BMW Z4 M 2007 CONDITION SHOWROOM,24500.00,2007,BMW,Z4,Roues motrices arrière,Manuelle,Essence,98 000
2012 Toyota RAV4 Garantie prolongée transférable VUS,14500.00,2012,Toyota,RAV4,4 roues motrices (4x4),Automatique,Essence,116 000
Dodge caravan,2499.00,2001,Dodge,Caravan,Roues motrices avant,Automatique,Essence,142 000
2016 Audi A4 Progressiv S LINE Berline **AUBAINE **,26500.00,2016,Audi,A4,4 roues motrices (4x4),Automatique,Essence,88 000
Van chevrolet beauville G20 1993,6000.00,1993,Chevrolet,G20 Van,Roues motrices arrière,Automatique,Essence,315 000
Ram sport 2015,33000.00,2015,Ram,1500,4 roues motrices (4x4),Automatique,Essence,41 000
Mazda 3 sport 2007,2500.00,2007,Mazda,Mazda3 Sport,Roues motrices avant,Manuelle,Essence,247 000
Chrys 300,1699.00,2007,Chrysler,Autre,4 x 4,Automatique,Essence,192
"2014 Mazda, Mazda5 GS, 27 600km",13500.00,2014,Mazda,Mazda5,Roues motrices avant,Automatique,Essence,27 600
2009 Dodge Caliber SXT,2600.00,2009,Dodge,Caliber,Roues motrices avant,Manuelle,Essence,167 000
2003 BMW 3-Series toit ouvrant Berline,1500.00,2003,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,218 000
golf 2008,2950.00,2008,Volkswagen,Golf,Roues motrices avant,Manuelle,Essence,162 100
1992 BMW 3-Series Coupé (2 portes),9400.00,1992,BMW,3-Series,Roues motrices arrière,Automatique,Essence,77 058
Luxueuse BMW 328i 2009 automatique coupé 2 portes 118 000km,9395.00,2009,BMW,3-Series,Autre,Automatique,Essence,118 000
Pic-up gmc sierra 3500,12500.00,2004,GMC,Sierra 3500,4 roues motrices (4x4),Automatique,Diesel,297 000
Jeep Wrangler,16000.00,2011,Jeep,Wrangler,4 x 4,Manuelle,Essence,150 000
Mini John Cooper Works,399.00,2016,MINI,Autre,Roues motrices avant,Manuelle,Essence,10 550
Honda accord 2008 XL V6 automatique cuir excellente condition,6800.00,2008,Honda,Accord,Roues motrices avant,Automatique,Essence,190 000
2008 Honda Accord EXL Coupe (2 door),8500.00,2008,Honda,Accord,Roues motrices avant,Automatique,Essence,156 000
2006 Infiniti G35x Luxury **AWD**Cuir**Toit**GPS**,4750.00,2006,Infiniti,G35x,4 roues motrices (4x4),Automatique,Essence,145 000
Mazda b 4000 v6 4x4 2006,5500.00,2006,Mazda,B-Series Pickups,4 roues motrices (4x4),Automatique,Essence,190 000
Honda,6900.00,2002,Honda,Autre,Autre,Manuelle,Essence,93 000
chevrolet traverse 2009,5000.00,2009,Chevrolet,Traverse,Roues motrices avant,Automatique,Essence,162 999
2008 dodge grand caravan sxt stow n go,5400.00,2008,Dodge,Grand Caravan,Roues motrices avant,Automatique,Essence,168 000
Jetta tdi 2014,13400.00,2014,Volkswagen,Jetta,Roues motrices avant,Automatique,Diesel,180 000
2015 Mercedes-Benz SLK 350 Convertable Roadster AMG Midnight Pkg,48999.00,2015,Mercedes-Benz,SLK-Class,Roues motrices arrière,Automatique,Essence,43 000
Mercedes E320 Familiale - 7 passagers,4995.00,2004,Mercedes-Benz,E-Class,4 roues motrices (4x4),Automatique,Essence,262 222
Camaro convertible,10000.00,2002,Chevrolet,Camaro,Roues motrices arrière,Automatique,Essence,106
1999 Toyota Solara ful équipe Coupé (2 portes),4500.00,1999,Toyota,Solara,Roues motrices avant,Automatique,Essence,149 000
Toyota Yaris Berline 2007 Automatique à Vendre,4000.00,2007,Toyota,Yaris,Roues motrices avant,Automatique,Essence,196 969
"Pour vente rapide, Ford Fiesta 2011",4500.00,2011,Ford,Fiesta,Roues motrices avant,Manuelle,Essence,119 500
Bmw 128i Cabriolet 2009,18495.00,2009,BMW,1-Series,Roues motrices arrière,Manuelle,Essence,62 000
Honda Accord 2004..CLEANNN 2500$,2500.00,2004,Honda,Accord,Roues motrices avant,Automatique,Essence,279 000
Mercedes E320 Familiale - 7 passagers,4995.00,2004,Mercedes-Benz,E-Class,4 roues motrices (4x4),Automatique,Essence,262 222
Infinity g37x Garantie 3 ans,12900.00,2010,Infiniti,G37x,4 roues motrices (4x4),Automatique,Essence,141 000
2004 Infiniti G35x Sport***full***AWD***cuir***,3500.00,2004,Infiniti,G35x,4 roues motrices (4x4),Automatique,Essence,179 000
2004 Ferrari 360 Modena Spider F1,115000.00,2004,Ferrari,360,Roues motrices arrière,Autre,Essence,20 000
Dodge. Grand. Caravane,3500.00,2007,Dodge,Grand Caravan,Autre,Automatique,Essence,285 000
Jetta tdi 2014,13400.00,2014,Volkswagen,Jetta,Roues motrices avant,Automatique,Diesel,180 000
2011 Dodge Grand Caravan SE Stow n Go,10850.00,2011,Dodge,Grand Caravan,Roues motrices avant,Automatique,Essence,134 400
"Kia Sportage 2007, lx, 4 cyl, fwd, 13500km",3900.00,2007,Kia,Sportage,Roues motrices avant,Manuelle,Essence,135 000
Vente d'un Dodge Ram 1500 pas cher,2000.00,1995,Dodge,Power Ram 1500,Roues motrices arrière,Automatique,Essence,203
Honda CR-V,11700.00,2010,Honda,CR-V,4 roues motrices (4x4),Automatique,Essence,159 000
"F-150  4x4,  2007   boîte 8' , excellente condition",11800.00,2007,Ford,F-150,4 x 4,Automatique,Essence,123 500
Ford Taurus SEL 2004,1300.00,2004,Ford,Taurus,Autre,Automatique,Essence,203 175
Volvo XC90 T6 Inscription 2016,59500.00,2016,Volvo,XC90,4 roues motrices (4x4),Automatique,Essence,48 289
2005 Infiniti G35 full Coupé (2 portes),6000.00,2005,Infiniti,G35,Roues motrices arrière,Manuelle,Essence,185 000
Mazda tribute 2006 à vendre,2250.00,2006,Mazda,Tribute,4 x 4,Manuelle,Essence,219 000
2007 BMW 335i coupe,12000.00,2007,BMW,3-Series,Roues motrices arrière,Autre,Essence,164 589
2016 Chevrolet Cruze LT +2000$ LT TURBO Groupe sport RS,235.00,2016,Chevrolet,Cruze,Roues motrices avant,Manuelle,Essence,31 850
BMW 328i - xDrive - Luxury line - 64 500km - 2013,19500.00,2013,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,64 500
Kia Sorento LX 2012 2.4 FDW,12900.00,2012,Kia,Sorento,Autre,Automatique,Essence,34 000
BUICK ENCORE 2014 139000KM,8500.00,2014,Buick,Encore,Roues motrices avant,Automatique,Essence,139 000
Toyota Matrix 2008,3000.00,2008,Toyota,Matrix,Autre,Automatique,Essence,165 000
Car rental starting at 550$ per month / 514.700.3738,550.00,2008,Honda,Accord,Roues motrices avant,Automatique,Essence,150 000
olsmobile alero,825.00,2003,Oldsmobile,Alero,Roues motrices avant,Automatique,Essence,160 000
honda civic lx automatique 2012,9600.00,2012,Honda,Autre,Autre,Automatique,Essence,65 000
Mazda 3 2012 skyactiv en excellent état A1,8000.00,2012,Mazda,Mazda3,Roues motrices avant,Automatique,Essence,119 000
Audi A4 2.0T automatique Quattro 181000km,8700.00,2009,Audi,A4,4 roues motrices (4x4),Automatique,Essence,181 000
Mitsubishi Éclipse Spyder Gst,9000.00,1998,Mitsubishi,Eclipse,Roues motrices avant,Manuelle,Essence,5 500
"Passat 1.8t  2004  2999,00 nego",2999.00,2004,Volkswagen,Passat,4 roues motrices (4x4),Manuelle,Essence,288 000
Rent a car / starting at 550$ per month / 514.700.3737,550.00,2008,Toyota,Prius,Roues motrices avant,Automatique,Essence,150 000
BMW Sportline 2013 xdrive,23000.00,2013,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,76 000
1997 Chevrolet 3500 Dually 59000 KMS,13500.00,1997,Chevrolet,C/K Pickup 3500,Roues motrices arrière,Automatique,Essence,59 319
SYMPATHIQUE KIA RIO 5 2007 MANUELLE  MÉCANIQUE A-1 - BAS PRIX,2000.00,2007,Kia,Rio,Roues motrices avant,Manuelle,Essence,151 000
Subaru Wrx Sti,6200.00,1993,Subaru,Impreza WRX STi,4 roues motrices (4x4),Manuelle,Essence,200 000
Location auto / car rental,550.00,2008,Nissan,Sentra,Roues motrices avant,Automatique,Essence,150 000
TRÈS BELLE NISSAN ALTIMA 2006 AUTOMATIQUE BAS KM BIEN ENTRETENUE,2750.00,2006,Nissan,Altima,Roues motrices avant,Automatique,Essence,121 000
2003 Pontiac Vibe 4x4 air climatise vitre electrique,3800.00,2003,Pontiac,Vibe,4 roues motrices (4x4),Automatique,Essence,203 111
Honda Accord,4350.00,2005,Honda,Accord,Roues motrices avant,Automatique,Essence,106 000
Honda Civic 2007,3850.00,2007,Honda,Civic,Roues motrices avant,Automatique,Essence,170 000
Toyota Corolla 2003,1200.00,2003,Toyota,Corolla,Roues motrices avant,Manuelle,Essence,299
2009 BMW 3-Series M Sports Pack Coupe (2 portes),9499.99,2009,BMW,3-Series,Roues motrices arrière,Automatique,Essence,164 000
2007 Volkswagen Jetta 2.0 Litres Turbo,3500.00,2007,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,232 945
KIA SOUL 2011,4999.00,2011,Kia,Soul,Roues motrices avant,Manuelle,Essence,152 278
2010 Audi S5 Coupe Quattro V8 4.2L - RARE RS5 - Ext Warranty !,24999.00,2010,Audi,S5,4 roues motrices (4x4),Automatique,Essence,88 100
Toyota Camry LE 2012 impeccable,12500.00,2012,Toyota,Camry,Roues motrices avant,Automatique,Essence,90 700
Volkswagen Golf 2004 Femme Propriétaire,1200.00,2004,Volkswagen,Golf,Roues motrices avant,Manuelle,Essence,261 000
Chevrolet cobalt 2007,3850.00,2007,Chevrolet,Cobalt,Roues motrices avant,Manuelle,Essence,179 500
Chevrolet spark LT 2016,12995.00,2016,Chevrolet,Spark,Roues motrices avant,Automatique,Essence,32 650
"2004 BMW Z4 2,5i Cabriolet",10000.00,2004,BMW,Z4,Autre,Autre,Essence,190 000
Honda Civic 2010 57500 KM 2 Portes tres bonne condition,9200.00,2010,Honda,Civic,Roues motrices avant,Automatique,Essence,57 500
Toyota 4runner 1998 sr5 pour pièces ou projet,2000.00,1998,Toyota,4Runner,4 x 4,Automatique,Essence,230 117
Jeep commander,6000.00,2006,Jeep,Commander,4 x 4,Automatique,Essence,130 500
"Ford F150 FX4, 2007, seulement 110 000km",7500.00,2007,Ford,F150 SuperCrew,4 roues motrices (4x4),Automatique,Essence,110 000
